date,sector_id,name,type,main_net_yi,turnover_yi,pct_chg,main_ratio,hotscore,life,up_cnt,down_cnt,fund_streak
2026-09-18,BK1331,数字芯片设计,行业,75.35,1334.5,4.68,5.65,86.9,高潮,53.0,1.0,1
2026-09-18,BK0949,氦气概念,概念,12.72,153.4,3.49,8.3,86.9,强势延续,17.0,0,2
2026-09-18,BK1325,半导体材料,行业,12.85,444.7,3.11,2.89,86.8,强势延续,31.0,0,2
2026-09-18,BK0977,碳化硅,概念,13.7,488.5,2.61,2.8,86.1,强化,44.0,3.0,3
2026-09-18,BK0666,苹果概念,概念,48.79,1387.2,2.28,3.52,85.8,观察,108.0,16.0,1
2026-09-18,BK1005,专精特新,概念,86.01,4001.7,2.2,2.15,85.0,强势延续,1101.0,138.0,2
2026-09-18,BK1038,光学光电子,行业,21.72,556.5,1.84,3.9,84.7,强势延续,85.0,9.0,2
2026-09-18,BK1136,光通信模块,概念,70.72,2835.8,2.43,2.49,84.6,观察,102.0,16.0,1
2026-09-18,BK0969,汽车芯片,概念,57.5,899.5,3.85,6.39,83.9,观察,70.0,5.0,1
2026-09-18,BK0915,WiFi,概念,21.11,293.2,2.81,7.2,83.9,强势延续,30.0,1.0,2
2026-09-18,BK1665,大盘成长,概念,122.6,3813.5,2.39,3.21,83.8,观察,91.0,8.0,1
2026-09-18,BK0622,地热能,概念,5.16,55.2,3.08,9.35,83.3,强化,9.0,0,3
2026-09-18,BK0727,医疗服务,行业,11.16,349.6,2.77,3.19,83.2,强势延续,46.0,8.0,2
2026-09-18,BK1336,其他电子Ⅲ,行业,7.06,189.9,3.01,3.72,82.9,强势延续,33.0,0,2
2026-09-18,BK1223,其他电子Ⅱ,行业,7.06,189.9,3.01,3.72,82.9,强势延续,33.0,0,2
2026-09-18,BK0458,仪器仪表,行业,8.5,189.8,2.79,4.48,82.7,强化,55.0,10.0,3
2026-09-18,BK0580,LED概念,概念,16.39,725.7,2.02,2.26,82.7,强势延续,81.0,8.0,2
2026-09-18,BK0902,MiniLED,概念,18.77,730.4,1.87,2.57,82.5,强化,56.0,12.0,3
2026-09-18,BK0536,基金重仓,概念,145.26,5581.6,2.14,2.6,82.1,观察,280.0,60.0,1
2026-09-18,BK1088,F5G概念,概念,45.26,899.2,1.93,5.03,81.4,观察,20.0,6.0,1
2026-09-18,BK1400,制冷空调设备,行业,6.62,91.4,2.38,7.24,81.3,强势延续,18.0,2.0,2
2026-09-18,BK1332,电子化学品Ⅲ,行业,6.58,383.4,2.71,1.72,81.3,强势延续,35.0,2.0,2
2026-09-18,BK1039,电子化学品Ⅱ,行业,6.58,383.4,2.71,1.72,81.3,强势延续,35.0,2.0,2
2026-09-18,BK1599,其他医疗服务,行业,1.97,12.8,6.72,15.38,81.2,高潮,5.0,0,2
2026-09-18,BK0448,通信设备,行业,46.28,1889.9,2.15,2.45,80.7,观察,79.0,12.0,1
2026-09-18,BK1057,电子纸概念,概念,10.43,214.5,1.64,4.86,80.7,强势延续,10.0,2.0,2
2026-09-18,BK0554,物联网,概念,122.69,2620.4,1.9,4.68,80.5,观察,312.0,64.0,1
2026-09-18,BK1667,小盘成长,概念,18.81,1964.8,2.43,0.96,80.4,强势延续,303.0,31.0,2
2026-09-18,BK1495,生活用纸,行业,1.96,15.1,3.23,12.93,80.3,强化,9.0,0,3
2026-09-18,BK1097,TOPCon电池,概念,7.54,207.1,2.7,3.64,80.3,强化,35.0,6.0,3
2026-09-18,BK1650,通信技术,概念,104.81,5197.5,1.85,2.02,80.2,观察,318.0,61.0,1
2026-09-18,BK1335,面板,行业,10.11,300.2,1.69,3.37,80.1,强势延续,34.0,5.0,2
2026-09-18,BK1004,工业母机,概念,12.48,444.2,2.23,2.81,80.1,强势延续,79.0,11.0,2
2026-09-18,BK0981,工业气体,概念,10.9,274.7,2.59,3.97,79.9,强势延续,26.0,5.0,2
2026-09-18,BK1322,其他电源设备Ⅲ,行业,7.82,142.9,3.16,5.47,79.7,观察,25.0,4.0,1
2026-09-18,BK0545,通用设备,行业,14.55,719.5,2.25,2.02,79.6,强势延续,224.0,31.0,2
2026-09-18,BK1034,其他电源设备Ⅱ,行业,9.28,159.0,3.0,5.84,79.6,观察,31.0,4.0,1
2026-09-18,BK1134,算力概念,概念,68.43,2397.1,2.13,2.85,79.6,观察,206.0,36.0,1
2026-09-18,BK1094,钙钛矿电池,概念,9.4,283.9,2.57,3.31,79.6,强势延续,42.0,7.0,2
2026-09-18,BK1646,消费电子概念,概念,102.75,2233.1,2.48,4.6,79.5,观察,180.0,32.0,1
2026-09-18,BK1002,激光雷达,概念,17.26,421.5,1.99,4.1,79.3,观察,37.0,6.0,1
2026-09-18,BK0641,智能穿戴,概念,72.93,1463.0,2.26,4.98,79.2,观察,111.0,18.0,1
2026-09-18,BK1722,高市净率,概念,89.77,3475.3,2.0,2.58,79.1,观察,156.0,39.0,1
2026-09-18,BK0812,贬值受益,概念,36.35,1106.7,2.01,3.28,79.1,观察,151.0,36.0,1
2026-09-18,BK1334,光学元件,行业,10.46,183.3,2.44,5.7,79.0,观察,26.0,1.0,1
2026-09-18,BK1660,光纤概念,概念,28.27,1843.1,1.88,1.53,79.0,强化,68.0,14.0,3
2026-09-18,BK0822,租售同权,概念,9.78,81.4,2.92,12.01,79.0,形成,20.0,2.0,2
2026-09-18,BK1407,工控设备,行业,4.47,85.8,1.9,5.21,78.7,强势延续,31.0,1.0,2
2026-09-18,BK1600,医疗研发外包,行业,4.98,277.3,2.89,1.8,78.6,强势延续,25.0,4.0,2
2026-09-18,BK1048,IGBT概念,概念,19.73,420.4,2.82,4.69,78.6,观察,37.0,6.0,1
2026-09-18,BK0451,房地产开发,行业,15.8,148.5,2.12,10.64,78.3,形成,77.0,8.0,2
2026-09-18,BK1346,住宅开发,行业,13.06,119.2,2.24,10.96,78.3,形成,55.0,6.0,2
2026-09-18,BK1251,个护用品,行业,1.83,17.1,2.68,10.68,78.3,强化,12.0,1.0,3
2026-09-18,BK1202,房地产,行业,17.11,178.5,2.02,9.58,78.2,形成,88.0,12.0,1
2026-09-18,BK0714,5G概念,概念,74.36,4493.1,1.77,1.65,77.9,观察,270.0,55.0,1
2026-09-18,BK1160,柔性屏(折叠屏),概念,10.53,885.5,1.96,1.19,77.8,强势延续,77.0,12.0,2
2026-09-18,BK1753,光刻胶,概念,5.34,382.4,1.93,1.4,77.8,强化,55.0,6.0,3
2026-09-18,BK1178,AI眼镜,概念,46.46,1240.7,2.42,3.74,77.7,观察,125.0,16.0,1
2026-09-18,BK1119,PLC概念,概念,3.48,51.6,2.16,6.74,77.5,强势延续,10.0,0,2
2026-09-18,BK1618,磁性材料,行业,1.97,36.8,2.63,5.36,77.4,强势延续,14.0,1.0,2
2026-09-18,BK0893,无线耳机,概念,40.79,901.1,2.42,4.53,77.0,观察,65.0,16.0,1
2026-09-18,BK1341,房产租赁经纪,行业,1.0,19.9,4.86,5.05,76.9,高潮,3.0,0,2
2026-09-18,BK1409,激光设备,行业,6.19,175.3,1.74,3.53,76.6,观察,10.0,1.0,1
2026-09-18,BK1215,通信,行业,46.0,1980.3,1.81,2.32,76.0,观察,106.0,23.0,1
2026-09-18,BK1749,2026中报预增,概念,136.79,6355.2,1.75,2.15,76.0,观察,471.0,93.0,1
2026-09-18,BK0998,机器视觉,概念,13.8,335.0,2.41,4.12,75.8,观察,86.0,12.0,1
2026-09-18,BK1121,第四代半导体,概念,1.22,45.1,4.96,2.69,75.7,强势延续,4.0,0,2
2026-09-18,BK1304,锂电专用设备,行业,1.7,38.7,2.62,4.4,75.6,强势延续,17.0,2.0,2
2026-09-18,BK0880,UWB概念,概念,11.4,193.4,2.0,5.89,75.6,形成,18.0,1.0,2
2026-09-18,BK1658,创新医疗服务,概念,8.92,380.1,1.79,2.35,75.6,强势延续,62.0,15.0,2
2026-09-18,BK0976,被动元件概念,概念,8.84,403.4,2.31,2.19,75.6,观察,29.0,1.0,1
2026-09-18,BK1602,诊断服务,行业,0.91,25.5,3.97,3.56,75.1,强势延续,5.0,0,2
2026-09-18,BK0854,华为概念,概念,85.39,5411.8,1.73,1.58,75.0,观察,607.0,135.0,1
2026-09-18,BK1721,高成长股,概念,27.97,1249.4,1.91,2.24,74.7,观察,77.0,16.0,1
2026-09-18,BK1237,自动化设备,行业,12.61,439.9,2.03,2.87,74.5,观察,87.0,7.0,1
2026-09-18,BK1138,液冷服务器,概念,44.5,1823.6,2.18,2.44,74.4,观察,176.0,13.0,1
2026-09-18,BK1069,智慧灯杆,概念,7.11,182.5,1.93,3.9,74.4,形成,25.0,3.0,2
2026-09-18,BK1205,机械设备,行业,39.58,1631.4,1.93,2.43,74.3,强势延续,519.0,94.0,2
2026-09-18,BK0865,电子烟,概念,12.23,453.2,1.41,2.7,74.2,强势延续,39.0,13.0,2
2026-09-18,BK1320,逆变器,行业,5.46,76.6,3.57,7.12,74.1,观察,10.0,0,1
2026-09-18,BK0638,创业成份,概念,64.0,2227.4,2.05,2.87,73.9,观察,86.0,14.0,1
2026-09-18,BK1659,精准诊断,概念,8.85,145.1,2.05,6.1,73.9,观察,48.0,11.0,1
2026-09-18,BK0948,MicroLED,概念,7.2,355.8,1.45,2.02,73.9,强势延续,33.0,6.0,2
2026-09-18,BK0833,小米概念,概念,32.4,1698.5,1.98,1.91,73.6,观察,192.0,37.0,1
2026-09-18,BK0535,QFII重仓,概念,24.85,2902.1,1.78,0.86,73.6,强势延续,633.0,159.0,2
2026-09-18,BK1130,时空大数据,概念,3.17,90.4,3.7,3.51,73.5,观察,26.0,1.0,1
2026-09-18,BK1031,光伏设备,行业,10.74,242.2,3.15,4.43,73.4,观察,66.0,3.0,1
2026-09-18,BK1700,密集调研,概念,6.26,443.0,3.01,1.41,73.4,强势延续,22.0,2.0,2
2026-09-18,BK1161,英伟达概念,概念,21.12,803.8,2.11,2.63,73.1,观察,60.0,6.0,1
2026-09-18,BK1316,光伏辅材,行业,1.35,36.5,2.56,3.7,72.9,强化,17.0,2.0,3
2026-09-18,BK0643,上海自贸,概念,9.5,119.0,1.65,7.98,72.9,强化,27.0,7.0,3
2026-09-18,BK1578,其他酒类,行业,1.23,24.3,2.57,5.06,72.8,强化,7.0,2.0,3
2026-09-18,BK0802,智能驾驶,概念,46.63,1680.5,1.51,2.77,72.7,观察,225.0,70.0,1
2026-09-18,BK0926,湖北自贸,概念,12.64,291.0,1.64,4.34,72.7,强化,20.0,7.0,3
2026-09-18,BK1460,照明设备Ⅲ,行业,1.49,20.4,1.77,7.33,72.6,强化,12.0,2.0,3
2026-09-18,BK1245,照明设备Ⅱ,行业,1.49,20.4,1.77,7.33,72.6,强化,12.0,2.0,3
2026-09-18,BK0922,数据中心,概念,91.8,2591.4,2.01,3.54,72.6,观察,278.0,43.0,1
2026-09-18,BK1164,AIPC,概念,20.12,657.7,2.02,3.06,72.6,观察,53.0,6.0,1
2026-09-18,BK1141,混合现实,概念,14.18,395.4,2.32,3.59,72.6,观察,29.0,5.0,1
2026-09-18,BK1108,科创板做市股,概念,4.86,258.6,2.51,1.88,72.6,强势延续,45.0,0,2
2026-09-18,BK1143,空间计算,概念,3.82,105.0,3.27,3.64,72.6,观察,22.0,3.0,1
2026-09-18,BK1477,其他专业工程,行业,2.78,56.1,2.61,4.95,72.3,观察,16.0,2.0,1
2026-09-18,BK0910,专用设备,行业,11.73,378.9,1.73,3.1,72.1,形成,160.0,41.0,2
2026-09-18,BK1395,机床工具,行业,1.21,31.0,2.24,3.9,71.8,强势延续,17.0,2.0,2
2026-09-18,BK1338,消费电子零部件及组装,行业,18.95,600.0,1.85,3.16,71.6,观察,73.0,13.0,1
2026-09-18,BK0899,CRO,概念,4.28,340.9,1.79,1.26,71.3,强势延续,37.0,12.0,2
2026-09-18,BK0970,生物识别,概念,19.72,286.5,1.75,6.88,71.1,观察,43.0,6.0,1
2026-09-18,BK1170,AI制药（医疗）,概念,11.75,334.2,2.12,3.52,71.1,观察,65.0,12.0,1
2026-09-18,BK1037,消费电子,行业,19.04,626.3,1.83,3.04,70.8,观察,82.0,15.0,1
2026-09-18,BK0992,REITs概念,概念,9.7,76.7,1.95,12.64,70.7,形成,19.0,4.0,2
2026-09-18,BK1651,显示技术,概念,3.48,357.1,1.42,0.98,70.7,强势延续,40.0,5.0,2
2026-09-18,BK1428,其他化学制品,行业,5.55,113.4,1.84,4.89,70.6,观察,68.0,12.0,1
2026-09-18,BK1446,其他计算机设备,行业,11.7,189.3,2.17,6.18,70.5,观察,56.0,7.0,1
2026-09-18,BK1150,新型工业化,概念,18.25,464.2,1.68,3.93,70.5,观察,89.0,20.0,1
2026-09-18,BK1013,华为欧拉,概念,2.93,57.6,3.45,5.09,70.3,观察,17.0,1.0,1
2026-09-18,BK1148,BC电池,概念,3.74,162.3,2.68,2.3,70.2,观察,27.0,1.0,1
2026-09-18,BK1339,被动元件,行业,3.1,268.6,2.24,1.16,70.1,观察,17.0,2.0,1
2026-09-18,BK1330,模拟芯片设计,行业,1.27,193.1,4.42,0.66,70.0,强势延续,35.0,1.0,2
2026-09-18,BK0859,超清视频,概念,31.35,822.1,1.35,3.81,69.9,强势延续,71.0,26.0,2
2026-09-18,BK0677,粤港自贸,概念,17.0,208.4,2.31,8.15,69.9,观察,63.0,22.0,1
2026-09-18,BK0947,屏下摄像,概念,9.43,190.6,1.14,4.95,69.9,强势延续,8.0,1.0,2
2026-09-18,BK0841,体外诊断概念,概念,8.66,160.9,1.68,5.38,69.9,观察,54.0,12.0,1
2026-09-18,BK0674,蓝宝石,概念,1.35,250.8,2.37,0.54,69.9,强势延续,17.0,1.0,2
2026-09-18,BK1104,信创,概念,38.31,1011.1,2.07,3.79,69.8,观察,217.0,25.0,1
2026-09-18,BK0960,无线充电,概念,17.9,333.0,1.79,5.38,69.7,观察,31.0,11.0,1
2026-09-18,BK0964,6G概念,概念,1.87,693.2,2.25,0.27,69.7,强化,44.0,6.0,3
2026-09-18,BK1403,能源及重型设备,行业,7.87,97.1,2.22,8.11,69.6,观察,50.0,11.0,1
2026-09-18,BK1177,荣耀概念,概念,9.53,591.6,2.25,1.61,69.6,观察,48.0,6.0,1
2026-09-18,BK1200,电力设备,行业,33.12,1455.8,2.1,2.27,69.5,观察,369.0,41.0,1
2026-09-18,BK1063,重组蛋白,概念,0.96,134.6,2.71,0.71,69.5,强势延续,31.0,3.0,2
2026-09-18,BK0806,精准医疗,概念,5.24,127.3,1.58,4.11,69.4,强势延续,35.0,7.0,2
2026-09-18,BK0494,节能环保,概念,36.46,1233.3,1.45,2.96,69.3,观察,309.0,90.0,1
2026-09-18,BK0655,网络安全,概念,20.21,890.7,1.92,2.27,69.3,形成,114.0,19.0,2
2026-09-18,BK1124,毫米波概念,概念,14.84,626.4,1.76,2.37,69.2,观察,41.0,14.0,1
2026-09-18,BK1163,可控核聚变,概念,8.38,677.5,2.24,1.24,69.2,观察,83.0,8.0,1
2026-09-18,BK1345,商业地产,行业,2.02,20.2,2.59,10.0,69.0,形成,11.0,1.0,2
2026-09-18,BK0889,医美概念,概念,13.85,300.8,1.39,4.6,69.0,形成,59.0,16.0,2
2026-09-18,BK1664,中盘股,概念,124.76,4237.3,1.8,2.94,68.9,观察,418.0,72.0,1
2026-09-18,BK0742,创业板综,概念,84.71,5223.8,1.87,1.62,68.9,观察,1110.0,219.0,1
2026-09-18,BK0549,深圳特区,概念,62.55,1739.7,1.6,3.6,68.9,观察,274.0,58.0,1
2026-09-18,BK1682,2026一季报扭亏,概念,5.75,92.8,1.57,6.19,68.6,观察,10.0,1.0,1
2026-09-18,BK0890,MLCC,概念,0.92,488.0,2.21,0.19,68.6,强化,32.0,7.0,3
2026-09-18,BK0680,智能家居,概念,29.33,766.6,1.54,3.83,68.5,观察,134.0,31.0,1
2026-09-18,BK1396,金属制品,行业,4.1,157.8,1.83,2.6,68.4,形成,71.0,10.0,2
2026-09-18,BK0800,人工智能,概念,117.12,3293.2,1.76,3.56,68.4,观察,591.0,139.0,1
2026-09-18,BK1438,合成树脂,行业,1.53,37.5,1.74,4.1,68.3,强势延续,11.0,2.0,2
2026-09-18,BK0668,医疗器械概念,概念,27.54,930.8,1.74,2.96,68.3,观察,274.0,55.0,1
2026-09-18,BK1317,光伏加工设备,行业,0.63,54.3,4.52,1.16,68.1,强势延续,11.0,0,2
2026-09-18,BK0579,云计算,概念,34.12,897.8,1.92,3.8,68.1,观察,124.0,21.0,1
2026-09-18,BK0986,CAR-T细胞疗法,概念,2.12,150.3,1.74,1.41,68.1,强势延续,25.0,5.0,2
2026-09-18,BK0735,计算机设备,行业,13.01,229.8,1.88,5.66,68.0,观察,78.0,10.0,1
2026-09-18,BK1288,金属新材料,行业,2.17,96.4,2.37,2.25,68.0,观察,32.0,4.0,1
2026-09-18,BK0946,EDA概念,概念,2.87,72.6,3.39,3.95,68.0,观察,10.0,3.0,1
2026-09-18,BK1625,钨,行业,1.79,68.7,1.32,2.61,67.9,强势延续,4.0,0,2
2026-09-18,BK0653,养老概念,概念,21.82,352.8,1.18,6.18,67.7,形成,95.0,31.0,1
2026-09-18,BK1364,资产管理,行业,1.21,6.5,4.31,18.69,67.6,强化,4.0,0,3
2026-09-18,BK0556,移动支付,概念,14.15,355.2,1.86,3.98,67.6,观察,51.0,15.0,1
2026-09-18,BK0682,燃料电池概念,概念,14.48,600.7,1.21,2.41,67.5,强化,104.0,34.0,3
2026-09-18,BK0901,3D摄像头,概念,11.17,117.7,1.6,9.49,67.5,观察,8.0,1.0,1
2026-09-18,BK0685,举牌,概念,1.07,21.4,1.61,5.02,67.4,强势延续,14.0,3.0,2
2026-09-18,BK1405,其他专用设备,行业,4.41,240.4,1.62,1.83,67.2,强势延续,70.0,20.0,2
2026-09-18,BK1064,东数西算,概念,15.99,558.2,2.02,2.87,67.1,观察,65.0,6.0,1
2026-09-18,BK1184,人形机器人,概念,17.36,1444.8,1.82,1.2,66.8,观察,261.0,35.0,1
2026-09-18,BK1571,油品石化贸易,行业,0.67,9.3,2.52,7.24,66.6,强化,5.0,0,3
2026-09-18,BK0596,融资融券,概念,383.5,18395.0,1.73,2.08,66.6,观察,3109.0,660.0,1
2026-09-18,BK1090,机器人概念,概念,46.53,3065.7,1.78,1.52,66.6,观察,649.0,106.0,1
2026-09-18,BK0996,毛发医疗,概念,2.37,47.2,1.58,5.03,66.6,强化,14.0,5.0,3
2026-09-18,BK1035,美容护理,行业,1.13,45.0,2.11,2.51,66.5,形成,29.0,2.0,2
2026-09-18,BK0804,深股通,概念,245.57,9707.2,1.61,2.53,66.5,观察,1495.0,327.0,1
2026-09-18,BK0700,充电桩,概念,27.11,1241.3,1.79,2.18,66.5,观察,211.0,46.0,1
2026-09-18,BK1047,数据安全,概念,8.95,303.0,2.1,2.95,66.5,观察,69.0,12.0,1
2026-09-18,BK1443,橡胶助剂,行业,0.49,21.3,1.32,2.31,66.4,强化,2.0,0,3
2026-09-18,BK1207,计算机,行业,31.75,952.9,1.9,3.33,66.2,观察,301.0,49.0,1
2026-09-18,BK1279,非白酒,行业,1.39,31.2,1.8,4.46,66.2,强化,12.0,4.0,3
2026-09-18,BK1168,铜缆高速连接,概念,2.39,568.1,2.0,0.42,66.2,观察,37.0,4.0,1
2026-09-18,BK1162,AI手机,概念,5.54,250.8,1.88,2.21,65.9,观察,26.0,4.0,1
2026-09-18,BK0939,辅助生殖,概念,3.88,140.3,1.4,2.76,65.9,强势延续,45.0,9.0,2
2026-09-18,BK0457,电网设备,行业,15.71,361.8,2.0,4.34,65.8,观察,130.0,13.0,1
2026-09-18,BK0860,边缘计算,概念,21.55,639.0,1.86,3.37,65.8,观察,108.0,16.0,1
2026-09-18,BK1228,冶钢原料,行业,1.94,20.6,2.19,9.39,65.7,观察,10.0,0,1
2026-09-18,BK0552,机构重仓,概念,92.06,4173.4,1.51,2.21,65.7,形成,793.0,254.0,2
2026-09-18,BK1371,铁矿石,行业,1.52,10.3,2.7,14.81,65.6,观察,6.0,0,1
2026-09-18,BK0983,核污染防治,概念,3.87,89.7,1.79,4.31,65.6,观察,29.0,2.0,1
2026-09-18,BK0701,中证500,概念,103.19,3704.6,1.47,2.79,65.5,观察,401.0,88.0,1
2026-09-18,BK1049,EDR概念,概念,5.74,116.7,1.92,4.91,65.5,观察,10.0,4.0,1
2026-09-18,BK0995,华为昇腾,概念,4.17,152.5,2.34,2.73,65.5,观察,43.0,5.0,1
2026-09-18,BK1044,生物制品,行业,1.49,144.3,1.99,1.03,65.4,强势延续,53.0,4.0,2
2026-09-18,BK0705,上证380,概念,33.0,2023.9,1.39,1.63,65.2,形成,302.0,70.0,2
2026-09-18,BK0864,氢能源,概念,15.24,1069.9,1.42,1.42,65.2,形成,214.0,57.0,2
2026-09-18,BK1182,智谱AI概念,概念,6.16,162.6,1.62,3.79,64.8,形成,29.0,5.0,2
2026-09-18,BK1596,其他生物制品,行业,0.63,106.2,1.95,0.59,64.7,强势延续,36.0,3.0,2
2026-09-18,BK0710,量子科技,概念,13.64,860.0,2.06,1.59,64.7,观察,72.0,9.0,1
2026-09-18,BK1102,空气能热泵,概念,6.01,170.9,1.95,3.51,64.6,观察,31.0,6.0,1
2026-09-18,BK1315,光伏电池组件,行业,2.55,50.1,3.25,5.1,64.5,观察,22.0,0,1
2026-09-18,BK0568,深成500,概念,196.3,5658.2,1.4,3.47,64.0,观察,395.0,94.0,1
2026-09-18,BK0695,小金属概念,概念,20.4,862.1,1.64,2.37,64.0,观察,109.0,9.0,1
2026-09-18,BK0837,互联网医疗,概念,15.5,334.6,1.32,4.63,64.0,形成,79.0,17.0,2
2026-09-18,BK1189,腾讯云,概念,5.54,146.9,1.62,3.77,64.0,形成,16.0,3.0,2
2026-09-18,BK1598,疫苗,行业,0.9,33.0,2.74,2.71,63.9,观察,13.0,0,1
2026-09-18,BK1537,成品家居,行业,0.24,16.8,2.6,1.45,63.9,强势延续,14.0,1.0,2
2026-09-18,BK1133,ERP概念,概念,2.88,54.9,1.78,5.25,63.9,形成,18.0,5.0,2
2026-09-18,BK1423,纺织化学制品,行业,1.09,21.5,2.11,5.07,63.7,观察,10.0,2.0,1
2026-09-18,BK0908,HJT电池,概念,4.73,167.6,2.05,2.82,63.7,观察,35.0,7.0,1
2026-09-18,BK1306,蓄电池及其他电池,行业,0.55,18.6,2.32,2.97,63.6,观察,10.0,0,1
2026-09-18,BK1699,股权分散,概念,47.23,1327.7,1.56,3.56,63.5,观察,163.0,51.0,1
2026-09-18,BK0689,阿里概念,概念,24.11,1141.8,1.7,2.11,63.4,观察,154.0,22.0,1
2026-09-18,BK1147,SPD概念,概念,1.9,22.4,1.66,8.48,63.4,形成,10.0,2.0,2
2026-09-18,BK1624,其他小金属,行业,1.01,96.2,1.92,1.05,63.2,强化,14.0,1.0,3
2026-09-18,BK1061,数字经济,概念,17.97,587.7,1.6,3.06,63.2,形成,155.0,36.0,2
2026-09-18,BK1545,特种纸,行业,0.33,23.3,2.19,1.41,63.1,强化,11.0,2.0,3
2026-09-18,BK0704,无人机,概念,14.67,974.0,1.8,1.51,63.1,观察,188.0,37.0,1
2026-09-18,BK1181,并购重组概念,概念,12.3,910.5,2.04,1.35,63.0,观察,133.0,35.0,1
2026-09-18,BK0897,IPv6,概念,9.23,198.8,1.18,4.64,62.9,形成,10.0,2.0,2
2026-09-18,BK0664,婴童概念,概念,4.71,266.2,1.41,1.77,62.9,形成,109.0,41.0,2
2026-09-18,BK1216,医药生物,行业,15.22,1151.7,1.36,1.32,62.7,强势延续,389.0,103.0,2
2026-09-18,BK0629,卫星导航,概念,7.26,219.8,2.16,3.3,62.7,观察,66.0,10.0,1
2026-09-18,BK1153,多模态AI,概念,8.03,338.7,2.12,2.37,62.5,观察,78.0,9.0,1
2026-09-18,BK1444,IT服务Ⅲ,行业,12.81,371.8,1.9,3.44,62.4,观察,111.0,21.0,1
2026-09-18,BK1238,IT服务Ⅱ,行业,12.81,371.8,1.9,3.44,62.4,观察,111.0,21.0,1
2026-09-18,BK1166,低空经济,概念,30.04,895.6,1.55,3.35,62.4,观察,252.0,56.0,1
2026-09-18,BK0667,安防概念,概念,22.57,477.2,1.67,4.73,62.4,观察,115.0,24.0,1
2026-09-18,BK1116,抗菌面料,概念,0.51,31.7,1.94,1.6,62.4,强化,13.0,3.0,3
2026-09-18,BK1006,碳基材料,概念,0.14,87.0,1.87,0.16,62.4,强化,18.0,2.0,3
2026-09-18,BK1361,期货,行业,0.35,6.2,1.07,5.74,62.2,强势延续,4.0,0,2
2026-09-18,BK0821,MSCI中国,概念,280.91,9527.4,1.47,2.95,62.2,观察,437.0,119.0,1
2026-09-18,BK0920,车联网(车路云),概念,27.24,864.8,1.57,3.15,62.2,观察,166.0,46.0,1
2026-09-18,BK1311,输变电设备,行业,4.29,74.2,2.13,5.78,61.9,观察,30.0,1.0,1
