date,sector_id,name,type,main_net_yi,turnover_yi,pct_chg,main_ratio,hotscore,life,up_cnt,down_cnt,fund_streak
2026-09-09,BK1325,半导体材料,行业,-8.13,204.8,0.49,-3.97,33.5,观察,16.0,14.0,0
2026-09-09,BK1241,黑色家电,行业,-0.81,15.6,-0.66,-5.18,33.4,观察,3.0,6.0,0
2026-09-09,BK1338,消费电子零部件及组装,行业,-1.8,446.6,-0.92,-0.4,33.4,观察,22.0,65.0,0
2026-09-09,BK0894,阿兹海默,概念,-2.65,52.7,-0.93,-5.03,33.4,观察,5.0,16.0,0
2026-09-09,BK1713,科技风格,概念,-10.32,3096.2,-0.26,-0.33,33.3,观察,35.0,65.0,0
2026-09-09,BK1466,管材,行业,-0.59,7.9,-1.5,-7.45,33.2,观察,2.0,5.0,0
2026-09-09,BK1142,裸眼3D,概念,-2.0,100.5,-1.3,-1.98,33.2,观察,4.0,20.0,0
2026-09-09,BK0511,ST股,概念,-4.78,108.7,-0.74,-4.4,33.2,观察,48.0,147.0,0
2026-09-09,BK1180,华为海思,概念,-8.01,330.9,-0.29,-2.42,33.1,观察,17.0,28.0,0
2026-09-09,BK0969,汽车芯片,概念,-11.0,505.3,-0.04,-2.18,33.1,观察,27.0,45.0,0
2026-09-09,BK0984,华为汽车,概念,-2.73,259.9,-0.94,-1.05,33.0,观察,23.0,101.0,0
2026-09-09,BK1588,通信工程及服务,行业,-1.47,30.8,-0.87,-4.79,32.9,观察,4.0,13.0,0
2026-09-09,BK1022,职业教育,概念,-3.77,186.7,-1.04,-2.02,32.9,观察,16.0,54.0,0
2026-09-09,BK1268,互联网电商,行业,-1.22,23.9,-0.91,-5.09,32.7,观察,2.0,15.0,0
2026-09-09,BK1048,IGBT概念,概念,-3.87,208.0,-0.27,-1.86,32.7,观察,17.0,25.0,0
2026-09-09,BK0839,知识产权,概念,-14.3,189.7,-2.67,-7.54,32.7,观察,5.0,38.0,0
2026-09-09,BK1528,其他汽车零部件,行业,-1.65,59.9,-0.88,-2.75,32.6,观察,12.0,44.0,0
2026-09-09,BK0665,电商概念,概念,-31.91,910.3,-0.9,-3.51,32.6,观察,77.0,260.0,0
2026-09-09,BK1108,科创板做市股,概念,-8.69,186.2,-0.33,-4.67,32.5,观察,10.0,34.0,0
2026-09-09,BK1166,低空经济,概念,-20.59,841.3,-0.42,-2.45,32.5,观察,105.0,203.0,0
2026-09-09,BK0675,病毒防治,概念,-4.08,167.6,-1.08,-2.44,32.4,观察,15.0,94.0,0
2026-09-09,BK1056,幽门螺杆菌概念,概念,-2.32,87.6,-1.32,-2.65,32.2,观察,13.0,46.0,0
2026-09-09,BK0567,股权激励,概念,-33.55,958.1,-0.35,-3.5,32.2,观察,66.0,145.0,0
2026-09-09,BK1387,环保设备Ⅲ,行业,-1.39,27.7,-0.5,-5.0,32.1,观察,7.0,18.0,0
2026-09-09,BK1234,环保设备Ⅱ,行业,-1.39,27.7,-0.5,-5.0,32.1,观察,7.0,18.0,0
2026-09-09,BK1676,百日新高,概念,-20.32,646.5,0.13,-3.14,32.1,观察,34.0,41.0,0
2026-09-09,BK1398,其他通用设备,行业,-4.8,113.0,-0.5,-4.25,32.0,观察,21.0,35.0,0
2026-09-09,BK1593,通信终端及配件,行业,-6.02,175.9,-1.15,-3.42,32.0,观察,7.0,20.0,0
2026-09-09,BK0438,食品饮料,行业,-13.21,292.9,-1.32,-4.51,31.9,观察,16.0,111.0,0
2026-09-09,BK1150,新型工业化,概念,-14.61,361.4,-0.74,-4.04,31.9,观察,30.0,79.0,0
2026-09-09,BK1608,中药Ⅲ,行业,-4.15,102.3,-0.82,-4.06,31.8,观察,9.0,57.0,0
2026-09-09,BK1040,中药Ⅱ,行业,-4.15,102.3,-0.82,-4.06,31.8,观察,9.0,57.0,0
2026-09-09,BK1049,EDR概念,概念,-2.09,91.0,-1.15,-2.29,31.8,观察,2.0,12.0,0
2026-09-09,BK1184,人形机器人,概念,-14.82,1234.9,-0.56,-1.2,31.8,观察,85.0,212.0,0
2026-09-09,BK0471,化学纤维,行业,-0.73,24.8,-0.79,-2.95,31.6,观察,6.0,20.0,0
2026-09-09,BK0653,养老概念,概念,-9.25,338.5,-1.02,-2.73,31.6,观察,24.0,103.0,0
2026-09-09,BK1282,饮料乳品,行业,-4.43,59.2,-1.83,-7.49,31.5,观察,3.0,23.0,0
2026-09-09,BK1579,保健品,行业,-0.14,6.7,-1.86,-2.07,31.3,观察,1.0,7.0,0
2026-09-09,BK1190,虚拟机器人,概念,-1.49,124.5,-1.12,-1.2,31.2,观察,4.0,12.0,0
2026-09-09,BK0945,装配建筑,概念,-7.21,154.5,-1.01,-4.66,31.2,观察,18.0,69.0,0
2026-09-09,BK1714,金融地产风格,概念,-13.6,456.4,-0.31,-2.98,31.1,观察,33.0,61.0,0
2026-09-09,BK1127,AI芯片,概念,-4.87,345.7,-0.5,-1.41,31.0,观察,12.0,26.0,0
2026-09-09,BK0847,影视概念,概念,-12.4,215.5,-2.26,-5.75,30.9,观察,11.0,54.0,0
2026-09-09,BK0917,半导体概念,概念,-36.22,3808.8,-0.17,-0.95,30.8,观察,194.0,335.0,0
2026-09-09,BK0898,胎压监测,概念,-1.27,45.7,-0.75,-2.77,30.5,观察,7.0,21.0,0
2026-09-09,BK0656,智能电视,概念,-3.32,42.3,-0.66,-7.84,30.5,观察,5.0,8.0,0
2026-09-09,BK0906,流感,概念,-6.72,265.5,-1.12,-2.53,30.5,观察,22.0,107.0,0
2026-09-09,BK1416,粘胶,行业,-0.13,5.6,-1.94,-2.29,30.3,观察,0,3.0,0
2026-09-09,BK1413,涤纶,行业,-0.16,5.6,-1.23,-2.91,30.3,观察,0,9.0,0
2026-09-09,BK1497,化妆品制造及其他,行业,-0.4,6.7,-1.93,-5.95,30.3,观察,3.0,5.0,0
2026-09-09,BK0486,传媒,行业,-45.61,543.2,-3.08,-8.4,30.3,观察,10.0,116.0,0
2026-09-09,BK1164,AIPC,概念,-6.5,441.8,-0.31,-1.47,30.3,观察,21.0,35.0,0
2026-09-09,BK1750,2026中报扭亏,概念,-42.21,832.9,-0.43,-5.07,30.2,观察,74.0,124.0,0
2026-09-09,BK1037,消费电子,行业,-3.54,474.4,-0.9,-0.75,29.8,观察,25.0,73.0,0
2026-09-09,BK1346,住宅开发,行业,-8.1,111.8,-1.68,-7.25,29.8,观察,5.0,55.0,0
2026-09-09,BK1069,智慧灯杆,概念,-4.32,90.5,-0.76,-4.78,29.8,观察,6.0,21.0,0
2026-09-09,BK1161,英伟达概念,概念,-15.1,685.4,-0.66,-2.2,29.8,观察,22.0,45.0,0
2026-09-09,BK0742,创业板综,概念,-28.25,4333.1,-0.74,-0.65,29.8,观察,366.0,978.0,0
2026-09-09,BK1602,诊断服务,行业,-0.44,9.2,-1.19,-4.81,29.7,观察,1.0,4.0,0
2026-09-09,BK0638,创业成份,概念,-28.21,1704.4,-0.56,-1.66,29.7,观察,35.0,64.0,0
2026-09-09,BK0610,央视50_,概念,-17.1,597.5,-0.37,-2.86,29.6,观察,16.0,34.0,0
2026-09-09,BK1137,存储芯片,概念,-57.12,1691.2,-0.19,-3.38,29.6,观察,48.0,91.0,0
2026-09-09,BK1070,土壤修复,概念,-4.43,47.6,-0.74,-9.31,29.5,观察,11.0,23.0,0
2026-09-09,BK0835,独角兽,概念,-19.79,649.4,-0.9,-3.05,29.5,观察,28.0,71.0,0
2026-09-09,BK1202,房地产,行业,-11.63,169.5,-1.5,-6.86,29.4,观察,13.0,85.0,0
2026-09-09,BK1652,新消费,概念,-10.56,150.4,-1.32,-7.02,29.4,观察,16.0,63.0,0
